title,director,cast,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,rating_tier,year_added,month_added,movie_age
"Love, Lies",Park Heung-sik,"Han Hyo-joo, Chun Woo-hee, Yoo Yeon-seok, Park Sung-woong, Jang Young-nam",South Korea,4/13/2016,2016,7.9,"Romance, Drama, History",ko,7.041,61,7.9,120,,Good,2016,April,9
In the Forests of Siberia,Safy Nebbou,"Raphaël Personnaz, Evgeniy Sidikhin",France,6/15/2016,2016,6.9,"Adventure, Drama",fr,7.038,108,6.9,3500000,1492523,Good,2016,June,9
The Evil in Us,Jason William Lee,"Tatyana Forrest, Debs Howard, Ian Collins, Behtash Fazlali, Marina Pasqua",Canada,8/19/2016,2016,4.9,Horror,en,7.033,89,4.9,,,Poor,2016,August,9
Christman in London - God Save the Queen,Volfango De Biasi,"Lillo Petrolo, Claudio Gregori, Paolo Ruffini, Nino Frassica, Eleonora Giovanardi",Italy,12/15/2016,2016,5.3,Comedy,it,7.026,165,5.3,,,Average,2016,December,9
Team Foxcatcher,Jon Greenhalgh,"Dave Schultz, Nancy Schultz, John E. du Pont, Dan Chaid, Mark Schultz",United States of America,4/18/2016,2016,6.9,Documentary,en,7.017,135,6.9,,,Good,2016,April,9
Already Tomorrow in Hong Kong,Emily Ting,"Jamie Chung, Bryan Greenberg, Richard Ng Yiu-Hon, Sarah Lian, Ines Laimins","Hong Kong, United States of America",2/12/2016,2016,5.9,Romance,en,7.015,117,5.9,,,Average,2016,February,9
Remember You,Lee Yoon-jeong,"Jung Woo-sung, Kim Ha-neul, On Ju-wan, Im Joo-eun, Jang Young-nam",South Korea,1/7/2016,2016,8.2,"Romance, Drama, Mystery",ko,7.013,33,8.2,,,Excellent,2016,January,9
Sugar Mountain,Richard Gray,"Drew Roy, Haley Webb, Shane Coffey, Melora Walters, Anna Hutchison",United States of America,12/9/2016,2016,5.7,"Drama, Thriller",en,7.01,114,5.7,,,Average,2016,December,9
Traded,Timothy Woodward Jr.,"Michael Paré, Trace Adkins, Kris Kristofferson, Tom Sizemore, Martin Kove",United States of America,6/10/2016,2016,5,Western,en,7.005,59,5,,,Poor,2016,June,9
Accidentally Engaged,Letia Clouston,"Lexi Giovagnoli, Lexi Atkins, Randy Wayne, Maureen McCormick, Joan Severance",Unknown,3/5/2016,2016,6.2,"Comedy, Romance, TV Movie",en,7.004,114,6.2,,,Average,2016,March,9
Anesthesia,Tim Blake Nelson,"Sam Waterston, Tim Blake Nelson, Kristen Stewart, Glenn Close, Corey Stoll",United States of America,1/8/2016,2016,5.8,"Drama, Thriller",en,7.003,119,5.8,,32163,Average,2016,January,9
Poor but Rich,Fausto Brizzi,"Christian De Sica, Enrico Brignano, Lucia Ocone, Anna Mazzamauro, Giulio Bartolomei",Italy,12/15/2016,2016,5.996,Comedy,it,6.984,415,5.996,,,Average,2016,December,9
"Murder, She Baked: A Peach Cobbler Mystery",Kristoffer Tabori,"Alison Sweeney, Cameron Mathison, Barbara Niven, Gabriel Hogan, Lisa Durupt","Canada, United States of America",1/10/2016,2016,7.2,"Mystery, TV Movie",en,6.971,68,7.2,,,Good,2016,January,9
1:54,Yan England,"Antoine Olivier Pilon, Sophie Nélisse, Lou-Pascal Tremblay, David Boutin, Patrice Godin",Canada,10/13/2016,2016,6.7,Drama,fr,6.968,141,6.7,,,Good,2016,October,9
"Good Guys Go to Heaven, Bad Guys Go to Pattaya",Franck Gastambide,"Franck Gastambide, Malik Bentalha, Anouar Toubali, Ramzy Bedia, Gad Elmaleh",France,2/24/2016,2016,4.959,Comedy,fr,6.967,489,4.959,5402000,,Poor,2016,February,9
Divorce French Style,Martin Bourboulon,"Laurent Lafitte, Marina Foïs, Alexandre Desrousseaux, Anna Lemarchand, Achille Potier",France,12/7/2016,2016,6.1,Comedy,fr,6.96,593,6.1,,,Average,2016,December,9
Rosalie Blum,Julien Rappeneau,"Noémie Lvovsky, Kyan Khojandi, Alice Isaaz, Anémone, Philippe Rebbot",France,3/23/2016,2016,6.4,Comedy,fr,6.952,121,6.4,,,Average,2016,March,9
Life and a Day,Saeed Roustaee,"Payman Maadi, Parinaz Izadyar, Navid Mohammadzadeh, Shabnam Moghadami, Rima Raminfar",Iran,3/16/2016,2016,7.877,"Drama, Thriller",fa,6.951,65,7.877,,,Good,2016,March,9
The Rocky Horror Picture Show: Let's Do the Time Warp Again,Kenny Ortega,"Laverne Cox, Victoria Justice, Ryan McCartan, Annaleigh Ashford, Adam Lambert",United States of America,10/20/2016,2016,5.1,"TV Movie, Comedy, Science Fiction, Fantasy, Horror",en,6.949,205,5.1,20000000,,Average,2016,October,9
Until Forever,Michael Linn,"Stephen Anthony Bailey, Madison Lawlor, Hayden Loven, James Stephens III, Susan Chambers",United States of America,10/20/2016,2016,7.5,"Drama, Romance",en,6.943,112,7.5,,,Good,2016,October,9
Erotic Stories,Unknown,"Baek Se-ri, Jeong Yoon-I, Si Woo, Chae Eun, Tae Hyun",South Korea,9/29/2016,2016,8.7,Romance,ko,6.93,3,8.7,,,Excellent,2016,September,9
Four Against the Bank,Wolfgang Petersen,"Jan Josef Liefers, Til Schweiger, Matthias Schweighöfer, Michael Herbig, Antje Traue",Germany,12/25/2016,2016,6,"Comedy, Crime",de,6.926,160,6,,,Average,2016,December,9
Mohenjo Daro,Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh, Kishori Shahane",India,8/11/2016,2016,6.2,"Adventure, Drama, History, Romance",hi,6.925,82,6.2,17000000,16000000,Average,2016,August,9
Sister In Law,Kıvanç Baruönü,"Gupse Özay, Buğra Gülsoy, Eda Ece, Zeynep Kankonde, Danilo Zanna",Turkey,12/1/2016,2016,5.8,Comedy,tr,6.922,40,5.8,,,Average,2016,December,9
Divines,Houda Benyamina,"Oulaya Amamra, Déborah Lukumuena, Kévin Mischel, Jisca Kalvanda, Yasin Houicha","France, Qatar",8/31/2016,2016,7.7,Drama,fr,6.922,662,7.7,2791874,,Good,2016,August,9
"Josephine, Pregnant & Fabulous",Marilou Berry,"Marilou Berry, Mehdi Nebbou, Medi Sadoun, Sarah Suco, Vanessa Guide",France,2/10/2016,2016,5.8,Comedy,fr,6.896,271,5.8,,,Average,2016,February,9
You're Killing Me Susana,Roberto Sneider,"Gael García Bernal, Verónica Echegui, Ashley Grace, Hlyunr Harraldson, Barbara Garrick","Canada, Mexico",8/25/2016,2016,6.6,"Romance, Drama, Comedy",es,6.896,108,6.6,,,Good,2016,August,9
Viking Legacy,"Tom Barker, Victor Mawer","Hollie Burrows, Abbie Hirst, Liam Dascombe, Alec James, Daren Elliott Holmes",United Kingdom,9/19/2016,2016,4.074,"Action, Adventure",en,6.884,34,4.074,,,Poor,2016,September,9
Sam Was Here,Christophe Deroo,"Rusty Joiner, Sigrid La Chapelle, Rhoda Pell, Hassan Galedary, Clément Lepoutre","France, United States of America",9/27/2016,2016,5.4,"Horror, Mystery, Thriller",en,6.878,164,5.4,,,Average,2016,September,9
Sacred Heart,Kosta Nikas,"David Field, Kipan Rothbury, Lizzie Schebesta, Barbara Gouskos, Panda Likoudis",Australia,10/1/2016,2016,5.5,Drama,en,6.876,2,5.5,,,Average,2016,October,9
Dirty 30,Andrew Bush,"Grace Helbig, Mamrie Hart, Hannah Hart, Matt Dellapina, Adam Lustick",United States of America,9/23/2016,2016,5.8,"Romance, Comedy",en,6.87,83,5.8,,,Average,2016,September,9
Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty",United States of America,9/9/2016,2016,6.339,"Comedy, Drama",en,6.867,205,6.339,,93000,Average,2016,September,9
They Look Like People,Perry Blackshear,"MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale, Elena Greenlee",United States of America,2/26/2016,2016,6.2,"Drama, Horror, Mystery",en,6.863,219,6.2,,,Average,2016,February,9
Wild Oats,Andy Tennant,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman","Germany, United States of America",9/22/2016,2016,6.2,"Comedy, Drama",en,6.855,93,6.2,,,Average,2016,September,9
The Distinguished Citizen,"Mariano Cohn, Gastón Duprat","Oscar Martínez, Dady Brieva, Andrea Frigerio, Belén Chavanne, Nora Navas","Argentina, Spain",9/8/2016,2016,7.268,"Comedy, Drama",es,6.847,259,7.268,,,Good,2016,September,9
At War for Love,Pif,"Pif, Miriam Leone, Andrea Di Stefano, Stella Egitto, David Mitchum Brown",Italy,10/27/2016,2016,7.254,"War, Drama, Comedy, Romance",it,6.846,511,7.254,,,Good,2016,October,9
Rustom,Tinu Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa, Usha Nadkarni",India,8/12/2016,2016,6.7,"Thriller, Drama, Crime",hi,6.846,122,6.7,6114349,26309214,Good,2016,August,9
7 Minutes,Michele Placido,"Cristiana Capotondi, Ambra Angiolini, Michele Placido, Donato Placido, Gerardo Amato","France, Italy, Switzerland",11/3/2016,2016,7,Drama,it,6.842,159,7,,593966,Good,2016,November,9
The Rise and Fall of El Chapo,Angus Macqueen,Unknown,Unknown,7/24/2016,2016,7,Documentary,en,6.84,4,7,,,Good,2016,July,9
The Teacher,Jan Hřebejk,"Zuzana Mauréry, Csongor Kassai, Zuzana Konečná, Tamara Fischer, Martin Havelka","Czech Republic, Slovakia",7/21/2016,2016,6.9,"Drama, Comedy",sk,6.822,95,6.9,,1350426,Good,2016,July,9
Lazer Team,Matt Hullum,"Burnie Burns, Gavin Free, Michael Jones, Colton Dunn, Alexandria DeBerry",United States of America,1/27/2016,2016,5.507,"Comedy, Science Fiction, Action",en,6.818,209,5.507,2480421,,Average,2016,January,9
Banking on Bitcoin,Christopher Cannucciari,"Wences Casares, Nathaniel Popper, Alex Winter, Rand Paul, Cameron Winklevoss",United States of America,12/30/2016,2016,6.316,"Documentary, History",en,6.813,95,6.316,100000,,Average,2016,December,9
Road To High & Low,Shigeaki Kubo,"Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Yuki Yamada, Wataru Ichinose",Japan,5/7/2016,2016,5.4,"Action, Drama",ja,6.805,7,5.4,,,Average,2016,May,9
The Bolshoi,Valery Todorovsky,"Alisa Freyndlikh, Valentina Telichkina, Alexandr Domogarov, Nicolas Le Riche, Margarita Simonova",Russia,12/21/2016,2016,6.5,Drama,ru,6.798,49,6.5,6411831,4029886,Average,2016,December,9
The Young Offenders,Peter Foott,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale, P.J. Gallagher","Ireland, United Kingdom",9/16/2016,2016,7.1,Comedy,en,6.776,212,7.1,,,Good,2016,September,9
Te3n,Ribhu Dasgupta,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Padmavati Rao, Mukesh Chhabra","India, South Korea",6/10/2016,2016,6.9,"Mystery, Thriller, Crime",hi,6.765,99,6.9,5069632,4817642,Good,2016,June,9
Hurricane Bianca,Matt Kugelman,"Bianca Del Rio, Lola Botha, Grayson Thorne Kilpatrick, Willam Belli, D.J. 'Shangela' Pierce",United States of America,6/3/2016,2016,6,"Comedy, Drama",en,6.764,264,6,,,Average,2016,June,9
We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire",Spain,2/26/2016,2016,5.601,Comedy,es,6.756,104,5.601,,,Average,2016,February,9
Sundown,Fernando Lebrija,"Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle, Jordi Mollà","Mexico, United States of America",5/16/2016,2016,5.9,"Romance, Comedy",en,6.753,90,5.9,,,Average,2016,May,9
Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta",United States of America,10/14/2016,2016,5.8,"Comedy, Drama",en,6.743,68,5.8,,,Average,2016,October,9
"The Swan Princess: Princess Tomorrow, Pirate Today!","Richard Rich, Brian Nissen","Laura Bailey, Yuri Lowenthal, Joseph Medrano, Brian Nissen, Maxine Blue","India, United States of America",9/6/2016,2016,5.9,"Family, Animation, Comedy, Adventure",en,6.741,29,5.9,,,Average,2016,September,9
Broadcasting Christmas,Peter Sullivan,"Melissa Joan Hart, Dean Cain, Cynthia Gibb, Jackée Harry, Richard Kline",Brazil,11/23/2016,2016,5.6,"TV Movie, Romance, Drama, Comedy",en,6.731,74,5.6,,,Average,2016,November,9
A Sunday Horse,Vic Armstrong,"Nikki Reed, Linda Hamilton, William Shatner, Ving Rhames, Ryan Merriman",United States of America,2/15/2016,2016,6.5,"Drama, Family",en,6.729,70,6.5,,,Average,2016,February,9
Money,Martín Rosete,"Jesse Williams, Kellan Lutz, Jess Weixler, Jamie Bamber, Fredric Lehne",United States of America,4/6/2016,2016,5.372,"Crime, Thriller",en,6.728,113,5.372,,,Average,2016,April,9
City of Tiny Lights,Pete Travis,"Riz Ahmed, Cush Jumbo, James Floyd, Billie Piper, Roshan Seth","Belgium, United Kingdom",9/12/2016,2016,5.3,"Crime, Drama, Thriller",en,6.726,83,5.3,3892200,,Average,2016,September,9
Within,Phil Claydon,"Michael Vartan, Erin Moriarty, Nadine Velazquez, Ronnie Gene Blevins, JoBeth Williams",United States of America,10/18/2016,2016,5.455,"Horror, Thriller",en,6.724,276,5.455,,,Average,2016,October,9
Madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Tushar Dalvi, Vishesh Bansal, Kedar Bagaria",India,6/10/2016,2016,7.3,"Thriller, Drama",hi,6.721,74,7.3,,4201176,Good,2016,June,9
Love Finds You in Valentine,Terry Cunningham,"Michaela McManus, Diogo Morgado, Ed Asner, Lindsay Wagner, Hunter Cross",United States of America,2/14/2016,2016,6.2,"Drama, TV Movie, Romance",en,6.709,71,6.2,1000000,,Average,2016,February,9
I'm Gilda,Lorena Muñoz,"Natalia Oreiro, Ángela Torres, Javier Drolas, Lautaro Delgado Tymruk, Susana Pampín","Uruguay, Argentina",9/15/2016,2016,7.6,"Drama, Music",es,6.696,63,7.6,,,Good,2016,September,9
A December Bride,David Winning,"Daniel Lissing, Jessica Lowndes, April Telek, Karen Kruper, Pauline Egan","Canada, United States of America",11/20/2016,2016,7.045,"Romance, TV Movie",en,6.691,155,7.045,,,Good,2016,November,9
Ali and Nino,Asif Kapadia,"Adam Bakri, María Valverde, Connie Nielsen, Mandy Patinkin, Numan Acar","Azerbaijan, United Kingdom",1/27/2016,2016,6.649,"Drama, Romance",en,6.688,74,6.649,,,Good,2016,January,9
Misbehavior,Kim Tae-yong,"Kim Ha-neul, Yoo In-young, Lee Won-keun, Lee Hee-jun, Gi Ju-bong",South Korea,11/16/2016,2016,5.4,Drama,ko,6.687,25,5.4,,,Average,2016,November,9
Child Eater,Erlingur Thoroddsen,"Caitlin Bliss, Colin Critchley, Jason Martin, James Wilcox, Dave Klasko","Iceland, United States of America",10/28/2016,2016,4.5,Horror,en,6.675,50,4.5,,,Poor,2016,October,9
Aquarius,Kleber Mendonça Filho,"Sônia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carrão, Zoraide Coleto","Brazil, France",9/1/2016,2016,7.5,Drama,pt,6.675,466,7.5,762241,285930,Good,2016,September,9
Aroused by Gymnopedies,Isao Yukisada,"Itsuji Itao, Sumire Ashina, Izumi Okamura, Masaki Miura, Noriko Kijima",Japan,10/10/2016,2016,6.1,Drama,ja,6.671,15,6.1,,,Average,2016,October,9
Beyond the Gates,Jackson Stewart,"Graham Skipper, Chase Williamson, Barbara Crampton, Brea Grant, Justin Welborn",United States of America,12/9/2016,2016,5.1,"Adventure, Horror",en,6.668,185,5.1,300000,,Average,2016,December,9
Mean Dreams,Nathan Morlando,"Sophie Nélisse, Josh Wiggins, Colm Feore, Bill Paxton, Joe Cobden","Canada, United States of America",10/21/2016,2016,6.3,"Drama, Thriller",en,6.658,126,6.3,,,Average,2016,October,9
Double D Dude Ranch,Jamie Grefe,"Bridgette B, Allie James, Raven Rockette, Frankie Cullen, Andy San Dimas",United States of America,7/20/2016,2016,5.083,"Western, Comedy",en,6.656,12,5.083,100,,Average,2016,July,9
Tony Robbins: I Am Not Your Guru,Joe Berlinger,Tony Robbins,United States of America,7/15/2016,2016,6.5,Documentary,en,6.643,100,6.5,,,Average,2016,July,9
Mascots,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett",United States of America,10/11/2016,2016,5.4,Comedy,en,6.643,186,5.4,20000000,,Average,2016,October,9
A Dream of Christmas,Gary Yates,"Nikki DeLoach, Andrew W. Walker, Lisa Durupt, Cindy Williams, Zoe Fish","Canada, United States of America",12/3/2016,2016,6.3,"Drama, Romance, TV Movie",en,6.634,88,6.3,,,Average,2016,December,9
The Wasted Times,Cheng Er,"Ge You, Zhang Ziyi, Tadanobu Asano, Du Chun, Gillian Chung",China,12/16/2016,2016,6.936,"Drama, Mystery, Crime",zh,6.628,47,6.936,,,Good,2016,December,9
